chr	start	end	target	0	strand
chr9	35657751	35658018	LH16270	0	-
chr9	95759231	95875977	LH16376	0	-
chr9	106857814	106863003	LH16406	0	-
chr9	106863688	106864770	LH16407	0	-
chr9	124445798	124452546	LH16449	0	-
chr9	127365351	127368289	LH16453	0	-
chr9	137151670	137167505	LH16544	0	-
chrX	45850919	45852893	LH16627	0	+
chrX	72777608	72779097	LH16686	0	+
chrX	102599512	102714582	LH16705	0	+
chrX	108736011	108739831	LH16721	0	+
chrX	108736367	108739831	LH16722	0	+
chrX	109732481	109737701	LH16726	0	+
chrX	135973825	135977785	LH16766	0	+
chrX	44793248	44795066	LH16858	0	-
chrX	73820623	73852753	LH16937	0	-
chrX	103353539	103357704	LH16968	0	-
chrX	103760078	103767224	LH16974	0	-
chrX	123959233	123961341	LH17009	0	-
chr7	73735038	73736054	LINC00035	0	+
chr7	66376044	66401338	LINC00174	0	-
chr6	26956992	27023924	LINC00240	0	+
chr13	84562364	84563236	LINC00333	0	+
chr13	91127613	91131407	LINC00379	0	-
chr13	91087254	91089593	LINC00380	0	-
chr13	90890954	90926597	LINC00410	0	-
chr16	2988961	2994509	LINC00514	0	+
chr6	10429255	10434874	LINC00518	0	-
chr17	43216941	43305976	LINC00854	0	-
chr1	120913275	149679523	LINC00869	0	+
chr3	196142636	196160890	LINC00885	0	+
chr7	44039171	44042306	LINC00957	0	+
chr3	195658062	195733551	LINC00969	0	+
chr13	90493287	90535080	LINC01049	0	+
chr1	827608	859446	LINC01128	0	+
chr1	87129765	87169198	LINC01140	0	+
chr9	33732975	33738416	LINC01251	0	-
chr9	112713	113754	LINC01388	0	-
chr22	22692778	22693312	LL22NC03-102D1.18	0	-
chr22	22036344	22040065	LL22NC03-23C6.13	0	+
chr22	21938293	21943427	LL22NC03-86G7.1	0	+
chr17	45843651	45895600	MAPT-AS1	0	-
chr3	196999460	197004744	MFI2-AS1	0	+
chr17	74209980	74213342	MGC16275	0	-
chr19	53787597	53788169	MIR371B	0	-
chr17	64749663	64781707	MIR6080	0	-
chr13	77080511	77081190	MYCBP2-AS2	0	-
chr7	102973522	102988856	NFE4	0	+
chr20	21511447	21512309	NKX2-2-AS1	0	+
chr5	41870030	41872241	OXCT1-AS1	0	+
chr18	26687621	26703638	PCAT18	0	-
chr1	147993862	148014956	PDZK1P2	0	-
chr9	41006999	41074617	PGM5P2	0	-
chr16	1260952	1263845	PRSS29P	0	-
chr12	120201291	120213138	PXN-AS1	0	+
chr1	174009267	174016206	RC3H1-IT1	0	-
chr1	1891471	1892658	RP1-140A9.1	0	+
chr22	32327171	32343105	RP1-149A16.12	0	-
chr1	6443034	6447006	RP1-202O8.2	0	-
chr1	22023994	22024968	RP1-224A6.3	0	-
chrX	115840964	115843050	RP1-241P17.1	0	+
chr1	25816749	25820797	RP1-317E23.3	0	-
chr12	110951683	110957812	RP1-46F2.3	0	-
chr1	30858158	30860254	RP1-65J11.5	0	+
chr1	11609531	11613355	RP1-69M21.2	0	+
chr12	114077133	114079902	RP11-100F15.1	0	+
chr14	24595723	24657774	RP11-104E19.1	0	+
chr1	167457383	167458661	RP11-104L21.2	0	-
chr11	76441338	76444656	RP11-111M22.3	0	-
chr17	58519837	58556977	RP11-112H10.4	0	+
chr1	53348488	53349233	RP11-117D22.1	0	-
chr2	110231106	110285856	RP11-1223D19.1	0	+
chr12	66891876	67069162	RP11-123O10.4	0	-
chr20	2207217	2213151	RP11-128M1.1	0	+
chr5	179657762	179664432	RP11-1379J22.5	0	+
chr10	80529597	80535942	RP11-137H2.4	0	-
chr1	156388226	156395609	RP11-139I14.2	0	+
chr10	48155325	48156134	RP11-13E1.5	0	-
chr15	30005443	30045848	RP11-143J24.1	0	-
chr7	151074742	151076530	RP11-148K1.12	0	-
chr17	81135771	81136256	RP11-149I9.2	0	+
chr10	68233251	68242379	RP11-153K11.3	0	-
chr15	85750336	85752901	RP11-158M2.4	0	-
chr12	49265156	49273306	RP11-161H23.5	0	-
chr11	73963657	73970287	RP11-167N4.2	0	-
chr9	124770123	124772927	RP11-175D17.3	0	+
chr17	28573117	28574243	RP11-192H23.5	0	+
chr17	28633206	28635950	RP11-192H23.7	0	+
chr9	34661903	34666029	RP11-195F19.30	0	-
chr1	109884176	109886264	RP11-195M16.1	0	-
chr18	79470120	79470940	RP11-196B3.3	0	-
chr12	122975320	122982907	RP11-197N18.2	0	+
chr13	113877608	113879376	RP11-199F6.4	0	+
chr6	8329655	8342455	RP11-203H2.1	0	+
chr17	28897738	28899402	RP11-20B24.4	0	+
chr17	28926275	28944749	RP11-20B24.5	0	+
chr16	2554975	2556105	RP11-20I23.11	0	+
chr10	44292258	44293709	RP11-20J15.3	0	-
chr9	85785722	85793480	RP11-213G2.2	0	-
chr17	30550493	30551189	RP11-218M11.3	0	-
chr10	83911654	83912922	RP11-219F10.1	0	-
chr18	9102736	9254346	RP11-21J18.1	0	+
chr17	32324431	32360700	RP11-227G15.3	0	+
chr10	69215333	69232490	RP11-227H15.4	0	-
chr16	28878957	28879920	RP11-22P6.3	0	-
chr16	71080866	71093667	RP11-23E19.1	0	+
chr11	4187140	4202655	RP11-23F23.2	0	+
chr1	155710098	155710563	RP11-243J18.2	0	-
chr22	31454251	31464204	RP11-247I13.11	0	+
chr1	105927624	106023212	RP11-24P14.1	0	-
chr9	136648610	136660421	RP11-251M1.1	0	-
chr15	69396904	69415029	RP11-253M7.1	0	-
chr5	138347027	138349641	RP11-256P1.1	0	-
chr1	155196868	155205495	RP11-263K19.4	0	+
chr1	155211151	155213819	RP11-263K19.6	0	-
chr16	28974804	28990783	RP11-264B17.3	0	+
chr16	28973962	28978824	RP11-264B17.4	0	-
chr16	28989140	28990778	RP11-264B17.5	0	-
chr1	44759037	44775810	RP11-269F19.2	0	-
chr10	43777562	43778825	RP11-272J7.4	0	-
chr16	12093627	12095307	RP11-276H1.2	0	-
chr16	87739771	87747706	RP11-278A23.2	0	-
chr17	77257737	77281897	RP11-285E9.6	0	-
chr16	70156340	70173448	RP11-296I10.3	0	-
chr2	120866378	120867403	RP11-297J22.1	0	-
chr1	161153760	161159349	RP11-297K8.2	0	-
chr16	30740667	30751381	RP11-2C24.4	0	+
chr4	57154577	57156452	RP11-300M6.1	0	+
chr5	66298468	66322944	RP11-305P14.1	0	+
chr5	602620	612210	RP11-310P5.1	0	-
chr5	524705	526594	RP11-310P5.2	0	+
chr1	145892847	145893483	RP11-315I20.3	0	+
chr8	95986108	95993103	RP11-31K23.2	0	-
chr12	69212123	69224242	RP11-324P9.1	0	+
chr11	287305	288987	RP11-326C3.2	0	+
chr1	206634649	206635622	RP11-343H5.6	0	-
chr1	121412719	121429274	RP11-343N15.2	0	+
chr1	1659325	1662602	RP11-345P4.10	0	+
chr15	67834310	67838879	RP11-34F13.2	0	-
chr11	34570876	34573982	RP11-350D17.2	0	+
chr1	154480012	154481501	RP11-350G8.9	0	+
chr16	65601101	65601698	RP11-351A20.2	0	-
chr8	126766876	126790637	RP11-351C8.1	0	-
chr1	149677498	149747812	RP11-353N4.5	0	-
chr17	30238741	30252237	RP11-354P11.2	0	+
chr15	58434890	58498735	RP11-355N15.1	0	-
chr20	22676072	22685344	RP11-359G22.2	0	-
chr8	41540381	41545044	RP11-360L9.7	0	-
chr15	59688517	59689418	RP11-361D15.2	0	+
chr10	80333771	80334426	RP11-36D19.8	0	+
chr10	23343957	23345181	RP11-371A19.2	0	+
chr3	142962954	143001559	RP11-372E1.6	0	+
chr9	134054290	134058805	RP11-374P20.4	0	+
chr18	34222965	34224761	RP11-379L18.1	0	+
chr12	48995150	48996334	RP11-386G11.3	0	+
chr1	117295520	117321336	RP11-39H13.1	0	+
chr16	48164952	48167238	RP11-3M1.1	0	-
chr1	222041705	222064763	RP11-400N13.3	0	-
chr10	43665668	43667005	RP11-402L1.11	0	+
chr18	31101588	31162789	RP11-408H20.2	0	+
chr9	129933536	129936541	RP11-409K20.6	0	+
chr16	29217170	29220031	RP11-426C22.4	0	-
chr16	29116127	29217860	RP11-426C22.5	0	+
chr8	143718246	143718891	RP11-429J17.5	0	-
chr8	143758153	143771822	RP11-429J17.7	0	-
chr8	143788920	143790459	RP11-429J17.8	0	+
chr11	45399448	45400528	RP11-430H10.3	0	+
chr16	71723180	71724230	RP11-432I5.8	0	+
chr9	83219331	83234242	RP11-439K3.1	0	+
chr16	30183505	30184957	RP11-455F5.5	0	-
chr17	81197393	81200288	RP11-455O6.2	0	+
chr7	115789729	115791049	RP11-458K10.3	0	+
chr16	3581181	3583266	RP11-461A8.1	0	+
chr10	73654039	73674719	RP11-464F9.21	0	+
chr16	53035690	53052873	RP11-467J12.4	0	-
chr8	17131181	17149789	RP11-468H14.2	0	+
chr12	49954639	49956125	RP11-469H8.8	0	-
chr16	89166383	89169147	RP11-46C24.3	0	+
chr16	46622861	46624451	RP11-46D6.1	0	-
chr1	110456505	110457354	RP11-470L19.5	0	-
chr11	12822435	12823667	RP11-47J17.3	0	-
chr16	87492555	87515635	RP11-482M8.1	0	+
chr9	129640476	129641282	RP11-483H20.4	0	+
chr16	84192558	84197053	RP11-486L19.2	0	-
chr2	61151433	61162105	RP11-493E12.1	0	-
chr1	148290890	148295859	RP11-495P10.8	0	-
chr17	81932398	81933058	RP11-498C9.13	0	+
chr10	4995488	4997380	RP11-499O7.7	0	+
chr18	47077361	47091280	RP11-49K24.4	0	-
chr15	20344736	20359166	RP11-509A17.3	0	+
chr7	102483344	102543764	RP11-514P8.8	0	-
chr15	40088832	40089386	RP11-521C20.3	0	+
chr16	80155053	80563135	RP11-525K10.3	0	-
chr1	181174484	181182208	RP11-540K16.1	0	+
chr15	40906811	40910337	RP11-540O11.1	0	+
chr9	131132865	131167505	RP11-544A12.4	0	-
chr7	150040521	150076655	RP11-545G3.1	0	+
chr17	44115912	44120595	RP11-546M21.6	0	+
chr12	42966122	42967353	RP11-547C5.1	0	+
chr1	150548562	150557724	RP11-54A4.2	0	-
chr1	1055033	1056116	RP11-54O7.14	0	+
chr1	916865	921016	RP11-54O7.3	0	-
chr6	47729827	47740741	RP11-550C4.6	0	-
chr16	84255270	84261049	RP11-558A11.1	0	-
chr9	68306528	68330626	RP11-561O23.5	0	+
chr9	68307393	68308445	RP11-561O23.7	0	+
chr1	11777077	11779619	RP11-56N19.5	0	-
chr3	186810880	186825521	RP11-573D15.2	0	-
chr9	83829656	83837861	RP11-575L7.2	0	+
chr18	27225742	27247188	RP11-57J16.1	0	+
chr12	56029649	56041806	RP11-603J24.4	0	-
chr11	76210956	76216025	RP11-619A14.3	0	-
chr18	39841174	39924840	RP11-636O21.1	0	-
chr11	33776188	33779495	RP11-646J21.6	0	+
chr17	75271369	75273895	RP11-649A18.12	0	+
chr12	119174065	119176484	RP11-64B16.3	0	-
chr18	12230411	12231573	RP11-64C12.6	0	-
chr15	98880659	98893535	RP11-654A16.1	0	-
chr5	946315	956520	RP11-661C8.2	0	+
chr1	156712212	156713174	RP11-66D17.5	0	-
chr14	23561097	23568073	RP11-66N24.3	0	+
chr14	34556774	34561298	RP11-671J11.4	0	+
chr14	34544499	34545977	RP11-671J11.6	0	-
chr14	34541817	34542444	RP11-671J11.7	0	-
chr11	76712396	76719608	RP11-672A2.1	0	-
chr11	76654169	76656712	RP11-672A2.4	0	-
chr11	76625462	76626834	RP11-672A2.6	0	-
chr12	53298665	53300314	RP11-680A11.5	0	-
chr15	76339609	76342063	RP11-685G9.2	0	-
chr17	29591703	29592241	RP11-68I3.7	0	-
chr8	142763116	142766427	RP11-706C16.7	0	+
chr11	6608667	6610135	RP11-732A19.2	0	-
chr18	32833454	32938316	RP11-746B8.1	0	+
chr1	204131062	204131966	RP11-74C13.4	0	+
chr17	67032409	67033290	RP11-74H8.1	0	-
chr16	8962706	8966990	RP11-77H9.8	0	+
chr14	85202849	85239474	RP11-789A21.1	0	-
chr4	170343089	170372311	RP11-789C1.2	0	+
chr18	11810406	11811484	RP11-78A19.2	0	-
chr7	64888527	64890100	RP11-797H7.5	0	-
chr15	66931537	66956518	RP11-798K3.3	0	-
chr11	78022933	78023721	RP11-7I15.4	0	+
chr1	43944370	43946551	RP11-7O11.3	0	-
chr11	79191558	79193160	RP11-802F5.1	0	+
chr11	73395559	73396436	RP11-809N8.2	0	-
chr11	62077277	62082184	RP11-810P12.5	0	-
chr4	127043430	127077762	RP11-810P8.1	0	-
chr18	12081540	12085267	RP11-815J4.1	0	+
chr9	130933851	130945520	RP11-83J21.3	0	+
chr17	31090787	31095450	RP11-848P1.5	0	-
chr1	31789130	31791322	RP11-84A19.3	0	+
chr17	67993880	67996431	RP11-855A2.5	0	-
chr16	88177289	88178646	RP11-863P13.1	0	+
chr16	88191486	88193667	RP11-863P13.2	0	-
chr16	88088041	88100985	RP11-863P13.4	0	-
chr16	88087387	88087932	RP11-863P13.6	0	+
chr11	62545999	62547699	RP11-864I4.4	0	+
chr11	66267635	66268129	RP11-867G23.2	0	-
chr11	66276779	66277492	RP11-867G23.4	0	-
chr16	51054728	51056399	RP11-883G14.4	0	-
chr9	68395693	68406500	RP11-88I18.2	0	-
chr17	50158333	50161276	RP11-893F2.13	0	-
chr14	91418266	91421176	RP11-895M11.3	0	+
chr12	47882649	47901525	RP11-89H19.1	0	+
chr5	175972611	175985856	RP11-91H12.3	0	+
chr5	175906939	175958538	RP11-91H12.4	0	-
chr20	62663019	62666724	RP11-93B14.5	0	-
chr11	23761330	23804598	RP11-945A11.2	0	-
chr1	148021850	148025931	RP11-94I2.4	0	+
chr18	25055600	25056760	RP11-958F21.3	0	+
chr16	81738248	81767868	RP11-960L18.1	0	+
chr17	1725748	1738585	RP11-961A15.1	0	-
chr16	32885194	32888874	RP11-989E6.3	0	+
chr17	82214227	82217352	RP13-516M14.2	0	+
chr8	143280161	143281690	RP13-582O9.5	0	-
chr17	81514047	81527776	RP13-766D20.2	0	+
chr12	121580792	121593504	RP13-941N14.1	0	+
chr20	23356594	23358116	RP3-322G13.5	0	-
chr6	35544632	35545669	RP3-340B19.3	0	+
chr4	3633029	3633975	RP3-368B9.2	0	+
chr1	2492300	2493258	RP3-395M20.2	0	-
chr6	4186624	4188109	RP3-400B16.3	0	-
chr6	4018843	4021215	RP3-406P24.3	0	-
chr14	73522878	73530610	RP3-414A15.2	0	+
chr6	44525259	44526754	RP3-449H6.1	0	+
chr22	38739003	38749041	RP3-508I15.14	0	+
chr22	38734730	38738990	RP3-508I15.19	0	+
chr6	89950116	89953186	RP3-512E2.2	0	+
chr1	112850028	112877871	RP3-522D1.1	0	+
chr6	4610656	4611304	RP4-529N6.1	0	+
chr1	65066627	65067737	RP4-535B20.1	0	-
chr16	87773488	87779374	RP4-536B24.4	0	-
chr1	148159213	148228658	RP4-565E6.1	0	-
chr20	30278906	30286537	RP4-610C12.4	0	-
chr1	29708851	29709547	RP4-656G21.1	0	-
chr11	35419057	35421002	RP4-683L5.1	0	+
chr1	150255095	150257286	RP4-790G17.7	0	-
chr7	120168345	120186064	RP5-1006K12.1	0	+
chr22	38057180	38073940	RP5-1039K5.13	0	-
chr22	38032165	38034228	RP5-1039K5.16	0	-
chr1	229258281	229271028	RP5-1061H20.4	0	-
chr12	3296202	3300224	RP5-1063M23.1	0	-
chr1	40863914	40876670	RP5-1066H13.4	0	+
chr1	110286375	110339171	RP5-1074L1.1	0	-
chrX	71183559	71198175	RP5-1091N2.9	0	-
chr12	1917951	1922867	RP5-1096D14.3	0	+
chr7	66119603	66165011	RP5-1132H15.1	0	-
chr16	88742767	88745748	RP5-1142A6.8	0	+
chr7	157281536	157282686	RP5-1142J19.1	0	-
chr1	109539906	109543837	RP5-1160K1.8	0	-
chr11	3336721	3340630	RP5-1173A5.1	0	+
chr1	44036126	44104975	RP5-1198O20.4	0	+
chr7	63348861	63351774	RP5-905H7.11	0	+
chr7	63326674	63354326	RP5-905H7.9	0	-
chr1	20732880	20733952	RP5-930J4.2	0	+
chr7	152120001	152121717	RP5-981O7.2	0	-
chr22	49718053	49724506	RP5-983L19.2	0	-
chr1	155316863	155324176	RUSC1-AS1	0	-
chr16	29455105	29464963	SLX1B-SULT1A4	0	+
chr16	29291220	29372110	SNX29P2	0	+
chrX	141502849	141649927	SPANXA2-OT1	0	+
chr8	73420004	73441526	STAU2-AS1	0	+
chr22	21001886	21010342	THAP7-AS1	0	+
chr22	20701114	20704606	TMEM191A	0	+
chr22	21466423	21471269	TMEM191C	0	+
chr12	63808845	63822156	TMEM5-AS1	0	-
chr3	195908076	195911257	TNK2-AS1	0	+
chr22	16601887	16698742	TPTEP1	0	+
chr1	51329654	51335324	TTC39A-AS1	0	+
chr1	52050918	52052683	TXNDC12-AS1	0	+
chr16	89711856	89718165	VPS9D1-AS1	0	+
chr22	20957092	20964679	XXbac-B135H6.15	0	+
chr22	20198729	20204918	XXbac-B444P24.8	0	-
chr22	17787652	17811497	XXbac-B461K10.4	0	-
chr6	32184733	32185882	XXbac-BPG300A18.13	0	-
chr1	148162710	148186630	XXyac-YX155B6.5	0	+
chr10	43628817	43674703	ZNF32-AS3	0	+
chr10	75401519	75408982	ZNF503-AS2	0	+
chr10	46814145	46816019	human_lncrna_fused_10388	0	+
chr10	52322474	52324689	human_lncrna_fused_10533	0	+
chr1	23702051	23702673	human_lncrna_fused_1179	0	+
chr10	98267916	98280463	human_lncrna_fused_11899	0	+
chr10	102450640	102453539	human_lncrna_fused_12078	0	+
chr10	103193300	103197356	human_lncrna_fused_12101	0	+
chr10	114788343	114790940	human_lncrna_fused_12457	0	+
chr1	25565156	25566994	human_lncrna_fused_1284	0	-
chr10	125162378	125162971	human_lncrna_fused_12861	0	+
chr11	14262845	14274201	human_lncrna_fused_13785	0	-
chr11	62619040	62619680	human_lncrna_fused_15015	0	+
chr11	65496266	65509085	human_lncrna_fused_15157	0	+
chr11	83184490	83193795	human_lncrna_fused_15858	0	-
chr1	31972188	31987034	human_lncrna_fused_1610	0	-
chr11	108142458	108150381	human_lncrna_fused_16431	0	-
chr11	122095899	122098353	human_lncrna_fused_16880	0	-
chr12	277050	280179	human_lncrna_fused_17397	0	+
chr1	40133032	40135704	human_lncrna_fused_1978	0	+
chr12	94560308	94567181	human_lncrna_fused_20305	0	+
chr12	104791443	104793840	human_lncrna_fused_20610	0	-
chr12	122634129	122634673	human_lncrna_fused_21248	0	+
chr12	130042964	130043724	human_lncrna_fused_21546	0	+
chr12	130412629	130430661	human_lncrna_fused_21576	0	+
chr13	50080118	50081991	human_lncrna_fused_23056	0	-
chr13	87786561	87811261	human_lncrna_fused_24029	0	-
chr13	87807633	87811232	human_lncrna_fused_24033	0	-
chr1	52531167	52552552	human_lncrna_fused_2439	0	+
chr14	19124806	19129039	human_lncrna_fused_24947	0	-
chr14	20720897	20721427	human_lncrna_fused_25028	0	-
chr14	32202064	32202453	human_lncrna_fused_25417	0	-
chr14	49800418	49817145	human_lncrna_fused_25886	0	+
chr14	97197169	97208227	human_lncrna_fused_27459	0	-
chr14	103679828	103684941	human_lncrna_fused_27820	0	-
chr1	68385473	68391984	human_lncrna_fused_2853	0	+
chr15	87638688	87668488	human_lncrna_fused_30411	0	+
chr15	101043715	101049456	human_lncrna_fused_31014	0	-
chr16	44367	45155	human_lncrna_fused_31081	0	-
chr16	1297804	1300274	human_lncrna_fused_31188	0	+
chr16	2240486	2241818	human_lncrna_fused_31235	0	+
chr16	23605841	23624107	human_lncrna_fused_31995	0	+
chr16	65227867	65433930	human_lncrna_fused_33350	0	+
chr16	65229946	65234982	human_lncrna_fused_33351	0	+
chr16	86473637	86509103	human_lncrna_fused_34115	0	-
chr16	86480140	86485947	human_lncrna_fused_34116	0	-
chr16	88423199	88430320	human_lncrna_fused_34236	0	-
chr16	89980244	89996623	human_lncrna_fused_34330	0	+
chr17	30738182	30740275	human_lncrna_fused_35582	0	+
chr17	40458728	40459488	human_lncrna_fused_35998	0	+
chr17	40801513	40804230	human_lncrna_fused_36031	0	+
chr17	46982788	47100323	human_lncrna_fused_36353	0	-
chr17	47928929	47933753	human_lncrna_fused_36399	0	-
chr17	72290091	72605111	human_lncrna_fused_37340	0	-
chr17	72580801	72583209	human_lncrna_fused_37349	0	-
chr17	76138386	76154984	human_lncrna_fused_37509	0	+
chr17	76557281	76792366	human_lncrna_fused_37523	0	+
chr17	76557768	76562322	human_lncrna_fused_37524	0	+
chr17	81241337	81242515	human_lncrna_fused_37800	0	-
chr18	3593731	3599713	human_lncrna_fused_38122	0	+
chr18	46018567	46019723	human_lncrna_fused_39328	0	+
chr1	109779395	109785336	human_lncrna_fused_3954	0	+
chr1	110369361	110373047	human_lncrna_fused_3998	0	+
chr18	73324940	73349889	human_lncrna_fused_40117	0	+
chr18	77983019	77986610	human_lncrna_fused_40367	0	-
chr18	79575238	79592108	human_lncrna_fused_40463	0	+
chr19	2287163	2287943	human_lncrna_fused_40676	0	-
chr19	13832280	13833685	human_lncrna_fused_41204	0	+
chr19	37855255	37884834	human_lncrna_fused_42254	0	+
chr19	38975161	39023237	human_lncrna_fused_42280	0	+
chr19	44737098	44739977	human_lncrna_fused_42547	0	+
chr19	47382220	47383976	human_lncrna_fused_42683	0	-
chr19	49856464	49859289	human_lncrna_fused_42810	0	-
chr19	51853423	51900531	human_lncrna_fused_42930	0	+
chr19	57304304	57308562	human_lncrna_fused_43215	0	+
chr2	37324895	37326163	human_lncrna_fused_44835	0	+
chr2	61185525	61187551	human_lncrna_fused_45607	0	+
chr2	87454780	87767895	human_lncrna_fused_46544	0	+
chr2	87455478	87459106	human_lncrna_fused_46545	0	+
chr2	87456606	87522672	human_lncrna_fused_46547	0	+
chr2	110374919	110384951	human_lncrna_fused_47428	0	-
chr2	111429321	111430908	human_lncrna_fused_47473	0	-
chr2	112188118	112192281	human_lncrna_fused_47495	0	-
chr2	114114679	114117390	human_lncrna_fused_47637	0	-
chr2	118128783	118187063	human_lncrna_fused_47729	0	-
chr2	131630977	131723045	human_lncrna_fused_48260	0	+
chr2	227817564	227818236	human_lncrna_fused_50893	0	-
chr2	241702458	241705188	human_lncrna_fused_51511	0	-
chr20	30377180	30417848	human_lncrna_fused_52709	0	+
chr20	48052272	48060232	human_lncrna_fused_53385	0	-
chr20	53937511	53943512	human_lncrna_fused_53725	0	+
chr21	6630181	6670695	human_lncrna_fused_54306	0	-
chr21	8986999	8988749	human_lncrna_fused_54371	0	+
chr21	8993398	8994695	human_lncrna_fused_54372	0	+
chr21	14066319	14067264	human_lncrna_fused_54532	0	-
chr21	32276515	32280989	human_lncrna_fused_55159	0	+
chr22	29161642	29163470	human_lncrna_fused_56695	0	-
chr22	41551372	41561186	human_lncrna_fused_57218	0	-
chr22	41666540	41667300	human_lncrna_fused_57223	0	-
chr22	50210922	50215571	human_lncrna_fused_57677	0	-
chr3	14877561	14949563	human_lncrna_fused_58115	0	-
chr3	30695409	30699339	human_lncrna_fused_58469	0	+
chr3	53883495	53884828	human_lncrna_fused_59161	0	+
chr3	67240439	67289494	human_lncrna_fused_59455	0	-
chr3	84186468	84193131	human_lncrna_fused_59843	0	-
chr3	123689573	123718005	human_lncrna_fused_60744	0	+
chr3	151770427	151784894	human_lncrna_fused_61606	0	+
chr3	152329784	152331604	human_lncrna_fused_61630	0	-
chr3	172041045	172042974	human_lncrna_fused_62148	0	-
chr3	195543397	195550581	human_lncrna_fused_62893	0	+
chr4	386155	454070	human_lncrna_fused_63118	0	+
chr4	580691	583202	human_lncrna_fused_63131	0	-
chr4	44701039	44701857	human_lncrna_fused_64603	0	+
chr4	105927059	105932723	human_lncrna_fused_65970	0	-
chr1	200462677	200483642	human_lncrna_fused_6646	0	-
chr1	200474078	200474431	human_lncrna_fused_6647	0	-
chr4	170978820	170995387	human_lncrna_fused_67630	0	+
chr4	182204243	182216482	human_lncrna_fused_67930	0	-
chr4	187527861	187672755	human_lncrna_fused_68218	0	-
chr1	11908151	11909330	human_lncrna_fused_690	0	+
chr5	27581929	27743697	human_lncrna_fused_69357	0	-
chr5	38432563	38439960	human_lncrna_fused_69710	0	-
chr5	38845294	38845762	human_lncrna_fused_69725	0	-
chr5	52583014	52657800	human_lncrna_fused_70045	0	+
chr5	57748950	57780445	human_lncrna_fused_70229	0	-
chr5	58233812	58247681	human_lncrna_fused_70245	0	+
chr5	67463808	67475593	human_lncrna_fused_70471	0	-
chr5	70947162	70950405	human_lncrna_fused_70609	0	-
chr5	73213865	73295258	human_lncrna_fused_70695	0	+
chr5	85534251	85538319	human_lncrna_fused_71046	0	-
chr5	92823935	92979357	human_lncrna_fused_71234	0	+
chr5	93019662	93261647	human_lncrna_fused_71239	0	-
chr5	93341686	93585649	human_lncrna_fused_71248	0	-
chr5	112419288	112420980	human_lncrna_fused_71681	0	+
chr5	157025972	157028227	human_lncrna_fused_72935	0	+
chr1	218459265	218525978	human_lncrna_fused_7324	0	+
chr5	177612804	177672277	human_lncrna_fused_73601	0	-
chr6	1591427	1609069	human_lncrna_fused_74030	0	+
chr6	13487931	13488396	human_lncrna_fused_74716	0	+
chr6	26272157	26272712	human_lncrna_fused_75176	0	+
chr6	31828834	31839766	human_lncrna_fused_75613	0	+
chr1	223992730	224034930	human_lncrna_fused_7566	0	+
chr6	57789583	57822496	human_lncrna_fused_76648	0	-
chr6	71295172	71421913	human_lncrna_fused_76859	0	-
chr6	85650491	85679247	human_lncrna_fused_77233	0	-
chr6	89721160	89721806	human_lncrna_fused_77342	0	+
chr6	127343610	127345327	human_lncrna_fused_78325	0	+
chr6	144923388	144930077	human_lncrna_fused_78894	0	+
chr1	231014614	231015047	human_lncrna_fused_7903	0	-
chr6	149797316	149826294	human_lncrna_fused_79033	0	-
chr6	151391543	151405304	human_lncrna_fused_79091	0	+
chr6	170438557	170441022	human_lncrna_fused_79943	0	+
chr7	4973984	5040675	human_lncrna_fused_80240	0	+
chr1	234365244	234373682	human_lncrna_fused_8036	0	-
